data: -1.76071, last: 1
data: -1.99553, last: 1
data: -1.65639, last: 1
data: 2.83809, last: 1
data: -0.848602, last: 1
data: -5.47028, last: 1
data: 3.84462, last: 1
data: -0.418762, last: 1
data: -0.0811157, last: 1
data: 2.08125, last: 1
data: 0.0974884, last: 1
data: 0.395844, last: 1
data: -0.942276, last: 1
data: 5.15926, last: 1
data: -0.0974121, last: 1
data: -1.23103, last: 1
data: 2.67346, last: 1
data: -0.798691, last: 1
data: -2.24483, last: 1
data: 1.14142, last: 1
data: -1.47513, last: 1
data: 6.84224, last: 1
data: -0.15683, last: 1
data: 7.19151, last: 1
data: -2.1199, last: 1
data: -1.1806, last: 1
data: -1.99553, last: 1
data: 2.10278, last: 1
data: 0.531784, last: 1
data: -2.39156, last: 1
data: 1.17577, last: 1
data: 0.610748, last: 1
data: -3.99985, last: 1
data: -4.20445, last: 1
data: -1.69421, last: 1
data: 0.309601, last: 1
data: -1.46948, last: 1
data: -4.22488, last: 1
data: 4.53177, last: 1
data: -3.22656, last: 1
data: 0.324005, last: 1
data: -0.145828, last: 1
data: 2.70541, last: 1
data: -1.9389, last: 1
data: -1.34024, last: 1
data: -2.4722, last: 1
data: -0.851562, last: 1
data: 2.153, last: 1
data: 1.14326, last: 1
data: 3.85716, last: 1
data: 1.53596, last: 1
data: 3.2128, last: 1
data: 1.8656, last: 1
data: -3.88147, last: 1
data: 0.974121, last: 1
data: -4.29442, last: 1
data: -4.03938, last: 1
data: 1.63013, last: 1
data: 5.34529, last: 1
data: 3.13826, last: 1
data: 5.89998, last: 1
data: 2.99393, last: 1
data: -3.24744, last: 1
data: 9.06937, last: 1
data: 1.37747, last: 1
data: 0.632355, last: 1
data: 4.68271, last: 1
data: -3.5146, last: 1
data: 4.78815, last: 1
data: -4.20824, last: 1
data: -1.04883, last: 1
data: 1.37958, last: 1
data: 0.162018, last: 1
data: -0.317795, last: 1
data: -2.79091, last: 1
data: -1.20241, last: 1
data: -3.1759, last: 1
data: 0.0458527, last: 1
data: 1.04303, last: 1
data: 1.1821, last: 1
data: 5.69025, last: 1
data: -3.31931, last: 1
data: -0.0055542, last: 1
data: 3.4068, last: 1
data: 0.882492, last: 1
data: -4.77988, last: 1
data: 1.00003, last: 1
data: -3.42358, last: 1
data: -0.0610657, last: 1
data: -0.902878, last: 1
data: -3.16212, last: 1
data: -3.25011, last: 1
data: -4.75853, last: 1
data: -4.24623, last: 1
data: -1.52719, last: 1
data: 1.40508, last: 1
data: 2.84337, last: 1
data: 1.90681, last: 1
data: 0.540939, last: 1
data: -0.643173, last: 1
data: 3.82104, last: 1
data: 1.19656, last: 1
data: -3.41452, last: 1
data: -3.83862, last: 1
data: 0.300522, last: 1
data: -0.52066, last: 1
data: 6.06212, last: 1
data: 1.22705, last: 1
data: -0.938614, last: 1
data: -3.85912, last: 1
data: -3.01877, last: 1
data: 0.952454, last: 1
data: 1.70204, last: 1
data: 1.18736, last: 1
data: 6.51694, last: 1
data: -3.42099, last: 1
data: -2.08751, last: 1
data: -0.553131, last: 1
data: -0.279984, last: 1
data: -1.83344, last: 1
data: -1.57562, last: 1
data: -3.10808, last: 1
data: 4.33818, last: 1
data: 1.72147, last: 1
data: 0.918533, last: 1
data: -1.70329, last: 1
data: 3.3279, last: 1
data: 2.2496, last: 1
data: 5.97501, last: 1
data: 0.197708, last: 1
data: -3.06696, last: 1
data: 5.86783, last: 1
data: 0.391891, last: 1
data: -3.48889, last: 1
data: -4.76045, last: 1
data: -3.38226, last: 1
data: 4.12161, last: 1
data: -2.24951, last: 1
data: 4.28525, last: 1
data: -1.18417, last: 1
data: 2.38104, last: 1
data: -2.5423, last: 1
data: 0.518158, last: 1
data: -4.21289, last: 1
data: -0.840836, last: 1
data: 0.164307, last: 1
data: 3.84164, last: 1
data: 4.05484, last: 1
data: -1.26335, last: 1
data: 4.10997, last: 1
data: -1.41829, last: 1
data: 1.60173, last: 1
data: -4.84808, last: 1
data: 2.08542, last: 1
data: 0.516357, last: 1
data: -4.93663, last: 1
data: 0.323822, last: 1
data: -4.1311, last: 1
data: 0.24791, last: 1
data: -3.69981, last: 1
data: -2.95287, last: 1
data: -1.23759, last: 1
data: 1.97926, last: 1
data: 2.40036, last: 1
data: 2.39673, last: 1
data: 1.6021, last: 1
data: -4.06888, last: 1
data: -2.62946, last: 1
data: 0.608276, last: 1
data: 0.184357, last: 1
data: 1.03122, last: 1
data: 2.09572, last: 1
data: -1.82602, last: 1
data: -1.7561, last: 1
data: 1.3524, last: 1
data: -1.64246, last: 1
data: 0.392548, last: 1
data: 3.3058, last: 1
data: 1.25229, last: 1
data: -1.22002, last: 1
data: 0.0396881, last: 1
data: -3.27441, last: 1
data: 1.36569, last: 1
data: 3.17413, last: 1
data: 1.71216, last: 1
data: -1.41646, last: 1
data: -0.684982, last: 1
data: -1.10078, last: 1
data: -4.61804, last: 1
data: -2.69754, last: 1
data: 1.90056, last: 1
data: 1.54004, last: 1
data: -2.73975, last: 1
data: 2.43141, last: 1
data: -2.56996, last: 1
data: -0.589615, last: 1
data: -1.71429, last: 1
data: 1.39294, last: 1
data: 2.6821, last: 1
data: 2.99701, last: 1
data: 1.83499, last: 1
data: -3.47551, last: 1
data: 0.101257, last: 1
data: -0.328476, last: 1
data: 0.89444, last: 1
data: -0.288452, last: 1
data: 0.755722, last: 1
data: -4.04871, last: 1
data: -0.239456, last: 1
data: 3.14305, last: 1
data: 1.61296, last: 1
data: -1.21864, last: 1
data: -0.360168, last: 1
data: 2.48682, last: 1
data: -3.48279, last: 1
data: -0.263596, last: 1
data: 6.62651, last: 1
data: 0.556808, last: 1
data: 6.42917, last: 1
data: 2.03751, last: 1
data: 1.90022, last: 1
data: -2.07709, last: 1
data: -4.82806, last: 1
data: -0.162369, last: 1
data: 0.995468, last: 1
data: -0.972305, last: 1
data: -0.223022, last: 1
data: 2.02898, last: 1
data: 5.95288, last: 1
data: -3.51784, last: 1
data: 1.00792, last: 1
data: 0.12944, last: 1
data: -0.856171, last: 1
data: 0.486435, last: 1
data: -4.10545, last: 1
data: 1.53471, last: 1
data: 0.572739, last: 1
data: 0.423965, last: 1
data: 0.0610352, last: 1
data: -1.17084, last: 1
data: 0.27301, last: 1
data: 0.257355, last: 1
data: 2.45947, last: 1
data: 1.90446, last: 1
data: -0.545486, last: 1
data: 5.79242, last: 1
data: 0.915421, last: 1
data: 3.58606, last: 1
data: -5.47028, last: 1
data: 4.91843, last: 1
data: -0.737305, last: 1
data: 4.26743, last: 1
data: -2.12906, last: 1
data: -2.5237, last: 1
data: -0.578537, last: 1
data: 3.26685, last: 1
data: 0.497879, last: 1
data: 3.75513, last: 1
data: -2.36064, last: 1
data: 1.65112, last: 1
data: -0.778748, last: 1
data: -1.23875, last: 1
data: 0.0123444, last: 1
data: 0.409439, last: 1
data: -0.157608, last: 1
data: 3.04861, last: 1
data: -5.47028, last: 1
data: -0.0314636, last: 1
data: 2.23477, last: 1
data: 4.01093, last: 1
data: -4.59129, last: 1
data: 2.67763, last: 1
data: -1.85646, last: 1
data: -2.20305, last: 1
data: 1.08057, last: 1
data: 2.79219, last: 1
data: 1.26907, last: 1
data: 0.670715, last: 1
data: -1.5392, last: 1
data: -0.427612, last: 1
data: -4.76045, last: 1
data: 9.35374, last: 1
data: -0.831009, last: 1
data: -2.6627, last: 1
data: 3.51151, last: 1
data: -4.7381, last: 1
data: 1.68983, last: 1
data: 1.09109, last: 1
data: 2.53873, last: 1
data: 1.15997, last: 1
data: -1.83058, last: 1
data: 1.02023, last: 1
data: -3.94292, last: 1
data: -1.11388, last: 1
data: 2.31779, last: 1
data: -2.06076, last: 1
data: -1.17216, last: 1
data: -0.33989, last: 1
data: 2.96016, last: 1
data: -1.29634, last: 1
data: 3.02258, last: 1
data: 0.0350342, last: 1
data: -0.899353, last: 1
data: -3.12958, last: 1
data: 4.75832, last: 1
data: -0.414978, last: 1
data: -1.9485, last: 1
data: 5.67712, last: 1
data: 3.67096, last: 1
data: -2.81743, last: 1
data: 3.95448, last: 1
data: -3.11017, last: 1
data: -1.57231, last: 1
data: -2.71056, last: 1
data: -0.123291, last: 1
data: -2.09369, last: 1
data: -4.1566, last: 1
data: -3.38176, last: 1
data: -1.01294, last: 1
data: -1.04201, last: 1
data: -0.470291, last: 1
data: 0.731613, last: 1
data: -0.717865, last: 1
data: -2.71754, last: 1
data: 3.31003, last: 1
data: -0.136887, last: 1
data: 0.232162, last: 1
data: -4.03206, last: 1
data: -2.63531, last: 1
data: 5.67105, last: 1
data: 0.854675, last: 1
data: 2.68216, last: 1
data: -5.47028, last: 1
data: 2.49751, last: 1
data: 0.97966, last: 1
data: 0.413681, last: 1
data: -2.36058, last: 1
data: 7.12076, last: 1
data: 1.02725, last: 1
data: -0.824539, last: 1
data: -1.08292, last: 1
data: -1.54895, last: 1
data: -2.70523, last: 1
data: 1.05304, last: 1
data: -2.18672, last: 1
data: 0.437546, last: 1
data: 0.306976, last: 1
data: -0.081955, last: 1
data: 2.29057, last: 1
data: 0.172684, last: 1
data: 4.67561, last: 1
data: -2.68718, last: 1
data: -0.662537, last: 1
data: 2.29085, last: 1
data: -0.269592, last: 1
data: -2.44003, last: 1
data: 1.48936, last: 1
data: -4.21289, last: 1
data: -4.07732, last: 1
data: 1.96323, last: 1
data: 1.97867, last: 1
data: -4.1566, last: 1
data: 4.01422, last: 1
data: 4.53908, last: 1
data: -0.171127, last: 1
data: 1.19971, last: 1
data: -2.75671, last: 1
data: 2.16321, last: 1
data: 0.280807, last: 1
data: 2.64577, last: 1
data: -1.88054, last: 1
data: -1.02939, last: 1
data: -0.0428925, last: 1
data: -1.99759, last: 1
data: 6.61745, last: 1
data: -3.26767, last: 1
data: -2.50743, last: 1
data: 0.603653, last: 1
data: -0.514648, last: 1
data: 2.44197, last: 1
data: -2.59215, last: 1
data: -3.18373, last: 1
data: 0.918198, last: 1
data: -0.776337, last: 1
data: 3.14291, last: 1
data: 1.32487, last: 1
data: 0.649445, last: 1
data: -4.24623, last: 1
data: 6.77019, last: 1
data: 5.07605, last: 1
data: 0.0284729, last: 1
data: 2.83131, last: 1
data: 0.533081, last: 1
data: -4.76045, last: 1
data: -0.0483856, last: 1
data: -4.44186, last: 1
data: 0.418137, last: 1
data: 1.31396, last: 1
data: -4.05148, last: 1
data: -1.49326, last: 1
